id,genre,track_name,artist_name,valence,energy
1jyeknQl9iy8sfUafUW5f3,death-metal,The Truth Beyond,Entombed,0.103,0.987
4XcggrvWzPGxlcpSMWqGFW,deep-house,Night Air,Jamie Woon,0.502,0.522
5ojuU7DIZFpNF4PsivReVO,deep-house,So Far,Miguel Migs,0.653,0.664
7pJnM2aIuZQk9HVNnRnL86,deep-house,The Sad Piano - Charles Webster Remix,Various Artists,0.407,0.735
6z9rsYMMS1ZI9QaNZ5yEo5,deep-house,Fall For You (feat. April) - Sandy Rivera's Classic Mix,Various Artists,0.604,0.324
0eBmWrGlvKAbqwgx1y2CEe,deep-house,Spirit - MAW Mix,Various Artists,0.827,0.368
70HAxYej74NlnTuOjD9KW3,deep-house,Got A Feeling - Bontan Remix,Josh Butler,0.279,0.495
7GB6SYthRqQmFk8gU36J1T,deep-house,Jeepah,Westpark Unit,0.401,0.941
2TBL24r897ewBYvf2hItYc,deep-house,All Night,Parov Stelar,0.812,0.578
5l7Tj988oJOLBGRQN8hiWt,deep-house,"Be Brave, Clench Fists",Leon Vynehall,0.231,0.828
7JO1eDSU1vnRTMubV330i4,deep-house,Need U (100%),Duke Dumont,0.412,0.632
0gEOsrfic2xDFwCqZ7Nv9J,detroit-techno,Machine Funk,Ben Sims,0.15,0.707
7kVXSHWbjIwNpA0wwOlkpq,detroit-techno,JB's Edit,Theo Parrish,0.136,0.663
05CLtDOLa6IpzkisVPAujq,detroit-techno,Timeline,Galaxy 2 Galaxy,0.776,0.793
2wjKyylBMf979OwCnUUuyI,detroit-techno,"Keys, Strings, Tambourines",Kenny Larkin,0.672,0.653
5pG4I4SQfgGoZK9Clnz8v2,detroit-techno,On & On,Aril Brikha,0.373,0.841
2flA6jNn4m4JzCUQSM588G,detroit-techno,Blackwater - Original Untold Mix,Various Artists,0.966,0.668
2g09S7ddX2FoYberTC4UtY,detroit-techno,Booty Trap Music,DJ Assault,0.747,0.768
5mUkJ0Wsk1ucPbP8uPbgRf,detroit-techno,Let It Reign,Inner City,0.284,0.839
6RSmWJzW67qDXRyjs8wRob,detroit-techno,Strings of Life,Derrick May,0.509,0.878
0p10H6YtMrEcUwzzqxeb0q,detroit-techno,From Beyond,Psyche,0.161,0.903
7apywiCuMzvSZIa0SKeH99,disco,Turn The Lights Off (feat. Jon) - Radio Edit,Kato,0.31,0.976
7nPc4tfJCRvcxxt9Xz3ugx,disco,Theme From Shaft,Isaac Hayes,0.618,0.439
7sm3orGGwNFqmWFSPRl8eT,disco,Give It Up,KC & The Sunshine Band,0.841,0.654
5ve0BYRZZ2aoHFqZMxqYgt,disco,We Can't Stop,Miley Cyrus,0.5,0.619
5UnX1hCXQzmUzw2dn3L9nY,disco,More - RedOne Jimmy Joker Remix,Usher,0.794,0.893
7nVzOpFNZVFZtbq3OGJHX9,disco,Sexual Healing,Marvin Gaye,0.717,0.602
2foOeJLKSvepjHEkb4NR8N,disco,Think About the Way,Ice Mc,0.67,0.713
67awxiNHNyjMXhVgsHuIrs,disco,Turn Down for What,DJ Snake,0.0815,0.799
6iEFcZI1KxxPaAGlnOVn3y,disco,Got to Be Real,Cheryl Lynn,0.922,0.455
0qi4b1l0eT3jpzeNHeFXDT,disco,Just Can't Get Enough,Depeche Mode,0.919,0.772
7owgJPlPgrcihuk20i9uDp,disney,Off To The Museum,Various Artists,0.0363,0.147
01CJDcOSteNT93CgfgsajY,disney,More Than Just the Spare - Outtake,Various Artists,0.303,0.349
5WKxcFnCO244tMnVElhFuk,disney,"An Unusual Prince / Once Upon A Dream - From ""Sleeping Beauty""/Soundtrack Version",Various Artists,0.208,0.247
7Ly3iB2S2riCNaqRHRaOrx,disney,Kiss The Girl,Various Artists,0.842,0.805
6ovlMGQkDsKEKZX4UxdIw0,disney,To The Fair,Various Artists,0.375,0.114
6NPVjNh8Jhru9xOmyQigds,disney,Happy,Various Artists,0.962,0.757
2kxEUyKwdf9gpJc5kWNMWk,disney,Haircut,Various Artists,0.404,0.894
3FCKHeZ0vY6uDAMRB07mL9,disney,Beauty and the Beast,Various Artists,0.322,0.675
4mkaqLW2UeMctDDavCzsdw,disney,Somebody,Various Artists,0.302,0.738
3AVQq5hpwkuJxAzM3g34hz,disney,"Song Of Mor'du - From ""Brave""/Soundtrack",Various Artists,0.495,0.741
5UCMhumPl8PTQekFUJ4w78,drum-and-bass,Slam,Various Artists,0.3,0.982
538BeNmgwepXoUj4GC7JDZ,drum-and-bass,All I Know - M&F's Rolling Out DJ Mix,Matrix & Futurebound,0.811,0.904
15R5Uw6oXuet9fqZImQoEU,drum-and-bass,Me & You - Original Mix,NERO,0.255,0.921
4FRpR1UFLaIk2eEmKoB0hF,drum-and-bass,There For Me - Original Mix,Various Artists,0.308,0.905
411rcI6KFOx1BYw8HY4shd,drum-and-bass,Reprise - Original Mix,Feint,0.212,0.868
7jZyQWoAmpJI37saaOazd5,drum-and-bass,Beautiful Lies,Various Artists,0.126,0.837
6jngF5xJrRvo2tmRPrDVoI,drum-and-bass,Red Sky - Subsonik & Smooth Remix,John B ft. Shaz Sparks,0.258,0.95
6XpKCDiyuM7iZvyEIBpoHB,drum-and-bass,Innocence - Original Mix,NERO,0.0622,0.732
3qwKoaBa6UyPOtwnmAWSTS,drum-and-bass,Blame,Hybrid Minds,0.704,0.499
6K9BQVwFwTwY83C6WfC7dJ,drum-and-bass,Breach,Black Sun Empire,0.688,0.999
4n0isQrD9b9lOoSs7zKogy,dub,Youth (Adventure Club Remix),Foxes,0.254,0.71
63cdKsOGssgzWospvig2nx,dub,Croaking Lizard,"Lee ""Scratch"" Perry",0.806,0.521
1Ca2ELRlvACAeI7xz9c9jR,dub,Spaceman,Hardwell,0.118,0.763
1On214AmagrceXIxmM6PGk,dub,Contact,Foreign Beggars,0.617,0.847
5osHRqrBmK2Am2FhoNm2FL,dub,Daydreamer (feat. Example) - Radio Edit,Flux Pavilion,0.432,0.914
48n92l7OnLEURhalUBtsl7,dub,We Can Make The World Stop,The Glitch Mob,0.154,0.836
7b71WsDLb8gG0cSyDTFAEW,dub,Summer,Calvin Harris,0.72,0.861
45XC6ymbyhSX9PgwTQnSoa,dub,Electric Slide (Dubstep Remix),Various Artists,0.235,0.865
59iJua476fbi3PbddfPrez,dub,The City,Madeon,0.295,0.81
2eULHDwdAs9rWA0xtKPR7d,dub,Attention Whore - Original Mix,deadmau5,0.923,0.878
5f6igUw1asUL4AGXSvgTW8,dubstep,Levels - Skrillex Remix,Avicii,0.346,0.91
3Z0eRV84fbHY2dStRU6l8b,dubstep,The Uprising Freedom - Original Mix,Arkasia,0.345,0.881
2tGYmkTChNsp1AqZbhPvXm,dubstep,Skanker,Rusko,0.859,0.82
5VWVVSABdgccboSdrKGiZH,dubstep,Fortune Days,The Glitch Mob,0.189,0.67
5s8LCFUR7tI8m4yNSUxwMi,dubstep,Katy on a Mission,Katy B,0.671,0.656
00k4IcdhoUtt3fBATrDyhh,dubstep,Dirty Vibe,Skrillex,0.533,0.982
470X9A1udQVQpOZ6FiXOOI,dubstep,I Remember - Caspa Remix,deadmau5,0.225,0.711
6kdkbhz1IA2XTx5mIvy1h1,dubstep,I Feel It,Flux Pavilion,0.0973,0.736
0VBzbYeByDvLdi1pB4aftw,dubstep,Ruckus The Jam,Zeds Dead,0.43,0.706
3Ncepe0CdZUIAI8mAjBCz7,dubstep,Runnin' - VIP Mix,Cutline,0.064,0.874
6kMGmlmwNLRmh4If8xcFka,edm,Stellar,Daddy's Groove,0.316,0.842
1P0wLge0z6CiDMztVH0q9i,edm,High School Art Class,Pretty Lights,0.43,0.81
42prDRVUOkgzQsfSFL2mmL,edm,Forever,Pope,0.524,0.94
4ZHNGs3LJODcWrU197iiwY,edm,Astral Projection,Minnesota,0.289,0.896
100EbPCjtuBNBcNxu7Wt6p,edm,The Spark,Afrojack,0.499,0.929
60wwxj6Dd9NJlirf84wr2c,edm,Clarity,Zedd,0.176,0.781
3lfGAVWfr3sdcrnv7PzfrM,edm,Rabbit Whore - Original Mix,Savant,0.269,0.624
2EQhNdnP2LT96NnkkKkm0N,edm,Bass Head,Bassnectar,0.0605,0.678
3bXptsvAsA4gLaaRKMHsr0,edm,In My Mind (Axwell Radio Edit),Ivan Gough & Feenixpawl,0.355,0.83
3FvrHJH1p0bQ7eeXlvjVfc,edm,Raise Your Weapon - Madeon Extended Remix,Various Artists,0.422,0.825
3XThyUoEI8BPDjdu954Uof,electro,All Is Fair in Love and Brostep,Skrillex,0.269,0.925
352zfYbDFG8sxkmOAhVeuj,electro,Under Control (feat. Hurts),Calvin Harris,0.51,0.919
26fwlVGkISUr5P91hAeTW8,electro,Body Language - Interpretation,Booka Shade,0.615,0.76
5OWhFeNXZ2RGbsGpl3rIc3,electro,Da Funk / Daftendirekt,Daft Punk,0.546,0.859
72yrTOnehmi3S82axqhEkF,electro,Redline - Radio Edit,Wolfgang Gartner,0.467,0.853
2hSPUp0RfF1j0pTWGpGADL,electro,Scary Monsters and Nice Sprites - Noisia Remix,Skrillex,0.639,0.871
5vQIaNoKsT4xkG1j2KFBFs,electro,Gold Skies,Martin Garrix,0.209,0.815
2Ir35f19vfOEG3iEDbV2Sa,electro,Cinema (feat. Gary Go) - Skrillex Remix,Benny Benassi,0.409,0.987
1iNeZGJsoC0D7ZyJTdIbDS,electro,Technologic,Daft Punk,0.633,0.516
3YM2dp0MqAJYBamwVSC7rE,electronic,Sleep-In,Times New Viking,0.492,0.959
4IWLawtdMznqdOnbOR9cWW,electronic,Legacy - Radio Edit,Nicky Romero,0.219,0.706
0Dxi7iWtxgQPsz5JQoJjd8,electronic,Garden,Totally Enormous Extinct Dinosaurs,0.659,0.56
562p3gaG39vjLFXEto4agA,electronic,Ich & Du,Philipp Poisel,0.923,0.84
0JUa73C2r5beBMhy9NXX1E,electronic,The Night Out - Madeon Remix,Martin Solveig,0.35,0.896
2Mlf3IbJNbx6e8Gdq8i5ua,electronic,Guardian,Stay+,0.104,0.658
2073QOEC8rBtSyTsRyaWiP,electronic,I Can Change,LCD Soundsystem,0.695,0.73
63Ul5qgAxlXbtj97gKaAfn,electronic,"Finale - From ""TRON: Legacy""/Score",Daft Punk,0.0282,0.11
1fc12F23NDBAN1Y75GEc1v,electronic,Bass Cannon,Flux Pavilion,0.0402,0.827
2KxgTDM5DTz1uO4rOhlkzR,emo,Alone (feat. MGK),Sleeping With Sirens,0.471,0.979
0f68jFgJkvcBpj8kobLBmW,emo,Mass Pike,The Get Up Kids,0.813,0.905
5sTVykpRs4eiZKn96bZogj,emo,The Feel Good Drag,Anberlin,0.501,0.677
1MaqkdFNIKPdpQGDzme5ss,emo,Two Is Better Than One (feat. Taylor Swift),Boys Like Girls,0.25,0.702
7jUnwF51o95iu2zPnpnEdW,emo,Going Under,Evanescence,0.442,0.857
5Sp5Dv0AwuykJGdulgH7pc,emo,Promise,Matchbook Romance,0.117,0.971
591vJuuep0gfPhx9p8WPD5,emo,Reinventing Your Exit,Underoath,0.268,0.978
7sddbg5QXqO5CrEuidCpeC,emo,Blank #9,The World Is A Beautiful Place & I Am No Longer Afraid To Die,0.0353,0.094
2gIb9IFl5tgcsuSHP3dFrd,emo,Heaven's Calling,Black Veil Brides,0.163,0.993
2NYzzOIupCB0F8zX4SG0RS,emo,Coming Clean,The Get Up Kids,0.611,0.946
6pav0KCJLInt6cjZuVJBI0,folk,Crucify Your Mind,Rodríguez,0.624,0.547
5tePn9lOIMHfFaqoTxFrio,folk,"Down To The River To Pray - From “O Brother, Where Art Thou” Soundtrack",Various Artists,0.549,0.166
13yuX1iqobZtQtq5lr8UoC,folk,Blood,The Middle East,0.122,0.478
2cq3mFSgiXna6SnUH9eIts,folk,Operating,Lady Danville,0.13,0.707
2bbhyUWJ5VjdfI3P4PRLu2,folk,Samson,Regina Spektor,0.184,0.193
49Cl45LNOx0cZ9qG5wGTCB,folk,Pastures of Plenty,Woody Guthrie,0.462,0.171
22UQelxzCIskdmb8pIqq8U,folk,Babel,Mumford & Sons,0.665,0.839
5frAZu6tdWC8tR9kbUJjij,folk,Made By Maid,Laura Marling,0.325,0.0807
1g2UL7riBjzjPVt24ESoFs,folk,No Parties,Fergus & Geronimo,0.954,0.843
63OitVF8FEGoV2yEPvBxsu,folk,Truth,Amos Lee,0.754,0.668
0mhTrhYOXLnJTqNyMtpJAL,forro,De Lua a Jackson - Forró da Terra,Trio Nordestino,0.962,0.895
7hdoKFtMp3zo68GPKjKAiF,forro,Blind Faith,Gilberto Gil,0.207,0.299
3y6eWQ0nGQMUvz15Rie4cJ,forro,Quando Eu Te Vejo Eu Choro,Aviões do Forró,0.93,0.707
3Sg8aqH8nGwbD7OompKqlZ,forro,Agora Estou Sofrendo,Calcinha Preta,0.238,0.472
0hCe46CZol7OVjSoDmuDsf,forro,Xote Das Meninas,Forro In The Dark,0.722,0.512
1223HeVt1vt6l7pvIr7WIA,forro,Falamansa Song,Falamansa,0.851,0.578
1LQOmoSYlt3CLD7ZtDE5dB,forro,Cabecinha No Ombro,Various Artists,0.965,0.857
28q69onB0uNd0WGNcKpMkr,forro,Vira e Mexe,Bonde do Forró,0.895,0.9
3Ze0CVM1SFTlKLnNPmMmC2,forro,Fui Clonado,Banda Garota Safada,0.64,0.944
5b875Rfg2uRxCZFADEHhvw,forro,Rotina,Various Artists,0.64,0.864
5T37zS90GkaMHRj5uNaJpb,french,Le chemin (feat. Sita),Kyo,0.517,0.748
4hchlt88rTtEVsSUnD3Yt1,french,sommeil,Stromae,0.414,0.628
1OdlprYhHzkLPlfr6BkLwg,french,Qu'as-tu fait John ?,Édith Piaf,0.454,0.412
1jL4dBrmBpkAwxiMFzHulz,french,Rockollection,Laurent Voulzy,0.788,0.54
4kO7mrAPfqIrsKwUOK5BFx,french,Midnight City,M83,0.272,0.729
2VfEGjXmGTgOH8VYSGqt4e,french,Mon mec à moi,Patricia Kaas,0.635,0.544
2zwwRsyeR2OkWY2dhYEAVJ,french,Quand On A Que L'amour,Jacques Brel,0.523,0.264
29GuoJqjg7aMxUmEO3XLEp,french,Comment te dire adieu - It Hurts to Say Goodbye,Françoise Hardy,0.843,0.447
35arjnsPj4gLO8aFclgexb,french,Je suis venu te dire que je m'en vais,Serge Gainsbourg,0.916,0.555
22gobabGexrDiMtHDtDz6O,french,Comme Des Étrangers,Charles Aznavour,0.377,0.265
13v3siPyvy5TTEZYmGPPse,funk,Give It To Me Baby,Rick James,0.965,0.727
3gLBGaGPWKHi9utz69uHCc,funk,Cook It,Cookin' On 3 Burners,0.885,0.91
26FOglnpqOEWUyspcbNYq6,funk,Got to Be Real - Single Version,Cheryl Lynn,0.886,0.599
11SrXDwSAftI8pioXBKtGN,funk,Freedom,Soulive,0.859,0.871
2bAmuf7gFx5ziCMcGYjw2v,funk,Ffun,Con Funk Shun,0.853,0.64
3pInAc8KCHwv0kEEiamZtu,funk,Working Woman,Gizelle Smith,0.875,0.947
3vtndp1juzqgWOe4rQIP9V,funk,High Time,Ole Børud,0.948,0.78
2x1LQq8lsUzAA2wNj8yjC9,funk,Pick Up the Pieces,Average White Band,0.889,0.853
0hyZgl8tHThlycPEVwBpax,funk,Baby Love,Mother's Finest,0.956,0.783
3h5IJ0EzVpkiaoL174GC3M,funk,Let It Whip,Dazz Band,0.954,0.9
10J2S8LeNRxPhUu8lq5T9f,garage,Block Of Ice,Thee Oh Sees,0.497,0.989
0A3AmlV6JLplE2SS5EH1Kg,garage,I Am The Eye,Various Artists,0.611,0.859
56UNoQz1kXeBZeqmQbFpYe,garage,Body Groove - Mix Mc Version,Architechs,0.92,0.707
2LJ58vWuLhFQ2bJPqzhveL,garage,Fill Me In,Craig David,0.858,0.742
78EfHutjQYbOpNWOC77JYW,garage,Ripgroove - 2006 Version,Double 99,0.26,0.916
0onIqmzvDvsbhCbd66QgSV,garage,Eye Of The Beholder,Metallica,0.573,0.807
5LmQUzOVtLNgyk64CyWfE2,garage,"Give A Little Love (feat. Roll Deep, Aggro Santos, Bashy, DaVinChe, Wretch 32 & Cleo Sol)",The RockCorps Allstars,0.438,0.915
6uEyGA86fFogA1Jb2B3Vqk,garage,Navajo,Black Lips,0.586,0.891
1ehhFCpPQHBKfn1aCNMo8t,garage,Ready For Your Love,Gorgon City,0.455,0.747
3H1GVPuoninvTp4S1A18Rr,garage,DJ Play - Radio Edit,Perempay & Dee,0.929,0.581
0emzNkiIOey7ZmHU892fnq,german,Vergiss mich (feat. J-Luv),Bushido,0.517,0.799
5la3Ns6Kijy768nRHOvpCL,german,Wenn jetzt Sommer wär,Pohlmann.,0.54,0.529
5znp7F26UmQE7G7Jfb2IYm,german,Ich laufe,Tim Bendzko,0.095,0.374
2jeXJXHMiiCZMglFIF439D,german,Alles verboten (feat. Casper),Marteria,0.609,0.8
4o1icap3R1S4snryo80HmV,german,A-N-N-A (Immer wenn es regnet),Max Herre,0.356,0.474
0LxKGciKtDGXZ7B7t6NqWZ,german,Hammerhart,Beginner,0.742,0.75
2zcZZTw3p9J4eU1prdfXec,german,Bück dich hoch,Deichkind,0.691,0.767
3I3ibFrJaDSd7WxCLwMAII,german,Bounce,KC Rebell,0.554,0.55
56fwHfJaBpaauvFJrnwk2L,german,She Wolf (Falling to Pieces) [feat. Sia],David Guetta,0.415,0.859
2mV3V8Ia6hYYsPtrhTMIyp,german,Ti amo - Remastered,Howard Carpendale,0.379,0.538
1ZxwWrMNukjS8sb9TZ0HjU,gospel,God in Me (feat. Kierra Sheard),Mary Mary,0.428,0.673
2x8BlDYVnlD57KLrbqXcbq,gospel,Good News,Vanessa Bell Armstrong,0.537,0.801
0kt5Wv4weMOqQSGJRiidXR,gospel,Interlude # 1,Kirk Franklin,0.403,0.0792
5tYW3SKDcVxINrb7KOOb43,gospel,Yes You Can,Donnie McClurkin,0.864,0.814
5uovPj8aVrqJB4MFmvWyQ9,gospel,I'll Fly Away,Hezekiah Walker & The Love Fellowship Crusade Choir,0.481,0.799
2bpk4L2kxnIJRY8dPfkpZ3,gospel,No One,CeCe Winans,0.417,0.797
355g1YsfYwS12pybtdtQ1K,gospel,Good In The Hood,Tye Tribbett,0.767,0.61
40lKptao1hxVqA7fd1OOGp,gospel,Our God,Chris Tomlin,0.216,0.778
7ezFo7N3tlxrkZ8eqDiqKr,gospel,Faithful,Marvin Sapp,0.26,0.47
0Z2DaKiwLWfTuItxHWFTsR,gospel,Life & Favor (You Don't Know My Story),John P Kee & New Life,0.335,0.707
3IRC5nP7Xz93Sy65ZpoQX6,goth,The Killing Jar,Siouxsie and the Banshees,0.533,0.619
70XOzn4IstIYPGpcgTFJd2,goth,Call The Ships To Port,Covenant,0.545,0.892
7h44dVczfpJyzmZqGZS5cN,goth,Bela Lugosi's Dead,Various Artists,0.514,0.729
29Ka6lOdiI8t9mnEi0jQSG,goth,Our Destiny,Epica,0.32,0.878
1h44Wd3b32JGExPl6cq5je,goth,Deliverance,The Mission,0.18,0.687
3T1cVJCPgquDN4jquS9FmE,goth,Dreamer,Elysion,0.234,0.733
2LlQEsJOcz6R1ZzlNKbmjE,goth,A Prophecy of Worlds to Fall,Xandria,0.212,0.933
4QbRdoW4u5t4mfoDHx1J9J,goth,Eva,Nightwish,0.105,0.373
49iFOJqpatwJlZAVUINBfn,goth,As The Shadows Dance,Theatre Of Tragedy,0.317,0.888
4INEr5WJcgr9GaQxUDfgRL,goth,Her Ghost In The Fog,Cradle Of Filth,0.0381,0.996
6pkWbiGSqdfVNty7lOdNdE,grindcore,Loathsome Delusions,Wormrot,0.0305,0.998
0L9za6BskztibLYrb1cQEJ,grindcore,Depths,Nails,0.0389,0.976
3BaJFoEncVasX4Si3NAkJG,grindcore,From Enslavement To Obliteration,Napalm Death,0.361,0.811
6ZwOWky0Jm6IpBY6KbIbLQ,grindcore,Can De Lach,Nasum,0.0682,0.934
7F1Ueaa7FVUsgTiOKad9HO,grindcore,Hidden,Pig Destroyer,0.0426,0.233
071DyvJmbN1A7AaI4Fsq8C,grindcore,Crepitating Bowel Erosion,Carcass,0.308,0.834
3wW2oTLMyff92smAdrnzN2,grindcore,Power,Rotten Sound,0.105,0.96
0ijER7mADsTnpJn3x1OYA6,grindcore,Necessary Evil,Napalm Death,0.0551,0.999
4vHvgIyLnOP6MDBacqbcV8,grindcore,Rapid Abortions of Ridiculous Proportions,Wormrot,0.0365,0.994
2fCvdQYCOJgdGvd46lnkEC,grindcore,Bitch's Handbag Full of Money,Agoraphobic Nosebleed,0.0244,0.998
0XqQJqv7R6oqE17bhwoddp,groove,,,0.701,0.587
6BvwGpRV3IroW7gNrCOpIp,groove,Bette Davis Eyes (Re-recorded / Remastered),Various Artists,0.536,0.555
79yCIveJbH2C8hJjD2BnTQ,groove,Superstition,Stevie Wonder,0.855,0.775
5zCJvrT3C7cIfHsR5iG95l,groove,Lean on Me,Bill Withers,0.413,0.235
4u2KDCwcj8WGcFXDhy1aKL,groove,The World (Is Going Up In Flames),Charles Bradley,0.77,0.6
300zfRaCgTmEm5Eqe3HqZZ,groove,Ghostbusters,Ray Parker Jr.,0.789,0.717
5IFCyWplye09HytIP80RCF,groove,Too Close,Next,0.752,0.402
2bkVT50D8b4xrIKjeo6f8H,groove,Let's Groove,"Earth, Wind & Fire",0.877,0.592
3gJgUanZ5JcFZJ1a5hM3dw,groove,Ain't No Sunshine,Bill Withers,0.542,0.484
2zDADV891HD9xHi6hAnjQ9,groove,All My Life,K-Ci & JoJo,0.192,0.514
6X4PHBMrZswxqEYChBFQx4,grunge,MFC,Pearl Jam,0.173,0.937
4HHAE3GAWLuF8d8ELCbch9,grunge,No Way Out,Stone Temple Pilots,0.235,0.986
3cMliO9emUSa4d1Ap2MbfW,grunge,Volcano Girls,Veruca Salt,0.567,0.961
59tm0GSryH6BozhjGOergk,grunge,So Close,Alice In Chains,0.371,0.973
2XHoSLeN3MU5FHasXFQk7Q,grunge,Crown Of Thorns,Mother Love Bone,0.425,0.433
0XLLWzt1wZwAQSxRnil0DQ,grunge,Alive - Brendan O'Brien Mix,Pearl Jam,0.356,0.958
2RDgs05sg2vrpwiAEUkWd0,grunge,Freak,Silverchair,0.405,0.883
5zYP7plzCFop1pTDVi450C,grunge,School - Remastered,Nirvana,0.0954,0.964
2n0Y0o3mig7mcRJK8YvVdj,grunge,Halo of Ashes,Screaming Trees,0.287,0.884
0LBmvPJYmtEJ7kkWvc3kbT,grunge,Oceans,Pearl Jam,0.147,0.377
2SgbR6ttzoNlCRGQOKjrop,guitar,Cowboys from Hell,Pantera,0.437,0.908
2PVaUOrcUYdZC74ERWHL57,guitar,Mauvais garçon,Naast,0.691,0.935
4MYb7NWLwXNDB7bYs3HeX8,guitar,Slow Ride,Foghat,0.656,0.586
5nBYxnFgL4y2qXvLxSIod8,guitar,Los Angeles,Frank Black,0.399,0.746
3odPjdX1SjxxjIr0EZjEht,guitar,Sympathy For The Devil,The Rolling Stones,0.608,0.675
473dVAB97y06dfl6OBb1uj,guitar,Talk Dirty To Me,Poison,0.628,0.951
7nnWIPM5hwE3DaUBkvOIpy,guitar,Drive,Incubus,0.666,0.792
1dPXO2jGjC4wlHY1qRalYr,guitar,Bad Reputation,Thin Lizzy,0.802,0.953
5KDNFlHAdDJ84fhK27c35X,guitar,Judith,A Perfect Circle,0.304,0.894
51qT7GJC1ycvGmcS7Iy3AW,happy,Come Home,CHAPPO,0.698,0.891
4LloVtxNZpeh7q7xdi1DQc,happy,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,0.435,0.296
4NH4xiPQ7TqNGqj6pZV4ki,happy,Karma Chameleon,Culture Club,0.962,0.473
0TDLuuLlV54CkRRUOahJb4,happy,Titanium (feat. Sia),David Guetta,0.301,0.787
5Lf9rCqReE9Ri4tZvLRLuy,happy,Happily,One Direction,0.824,0.89
2vmxF4cWxi9v9Lv055SfXt,happy,Take Back the Night,Justin Timberlake,0.347,0.67
5rb9QrpfcKFHM1EUbSIurX,happy,Yeah! (feat. Lil Jon & Ludacris),Usher,0.583,0.791
27L8sESb3KR79asDUBu8nW,happy,Stacy's Mom,Fountains Of Wayne,0.927,0.75
2Wyqnc6LHeEZxDS41DcAJn,happy,Liar Liar,Cris Cab,0.764,0.582
2FnygaA2lW1hSXKaUyPyjP,hard-rock,Tom Sawyer,Rush,0.637,0.804
3MDF2PY1B31KWeKhgGJAEM,hard-rock,Is This Love,Whitesnake,0.582,0.801
4ykYmUMLd18ldAXgF2B361,hard-rock,Somebody To Love - Remastered 2011,Queen,0.358,0.693
57fqmDaokbxZ3TaB0jp39q,hard-rock,Holy Diver,Dio,0.109,0.901
0NSeXLBOh16zjbENkAu0P6,hard-rock,Black Dog - 1990 Remaster,Led Zeppelin,0.743,0.848
0wHmZpUsUs9PUTFnvoYbaT,hard-rock,The Nexus,Amaranthe,0.587,0.961
61nSbxyL6VRPp32AMscxiF,hard-rock,Crazy Train - 2002 Version,Ozzy Osbourne,0.603,0.902
7tFiyTwD0nx5a1eklYtX2J,hard-rock,Bohemian Rhapsody - Remastered 2011,Queen,0.228,0.402
5e3YOg6fIkP0wD5TyxcHOH,hard-rock,Cult of Personality,Living Colour,0.539,0.918
7F8JbSCPBXm3IxMx2UMMhH,hard-rock,Eye of the Tiger,Survivor,0.556,0.599
